school;pool;pmi;user0;user1;user2;user3;user4;user5;user6
0;385.04;418;;;;;;;
0;385.9261538;413.25;;;;;;;
0;385.9261538;408.5;;;;;;;
0;385.9261538;403.75;;;;;;;
0;385.9261538;399;;;;;;;
0;386.64;394.25;;;;;;;
0;386.64;389.5;;;;;;;
0;386.64;384.75;;;;;;;
0;386.64;380;;;;;;;
0;386.9846154;380;;;;;;;
0;386.9846154;380;;;;;;;
0;386.9846154;380;;;;;;;
0;386.9846154;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
353.2727273;390.1353846;912;;;;;;;
314.3636364;384.8676923;907.25;;;;;;;
314.3636364;384.8676923;902.5;;;;;;;
314.3636364;384.8676923;897.75;;;;;;;
314.3636364;384.8676923;893;;;;;;;
292.1818182;381.8646154;916.75;;;;;;;
292.1818182;381.8646154;940.5;;;;;;;
292.1818182;381.8646154;964.25;;;;;;;
292.1818182;381.8646154;988;;;;;;;
268.3636364;378.64;978.5;;;;;;;
268.3636364;378.64;969;;;;;;;
268.3636364;378.64;959.5;;;;;;;
268.3636364;378.64;950;;;;;;;
247.2727273;375.7846154;935.75;;;;;;;
247.2727273;375.7846154;921.5;;;;;;;
247.2727273;375.7846154;907.25;;;;;;;
247.2727273;375.7846154;893;;;;;;;
230.5454545;373.52;897.75;;;;;;;
230.5454545;373.52;902.5;;;;;;;
230.5454545;373.52;907.25;;;;;;;
230.5454545;373.52;912;;;;;;;
224.9090909;372.7569231;926.25;;;;;;;
224.9090909;372.7569231;940.5;;;;;;;
224.9090909;372.7569231;954.75;;;;;;;
224.9090909;372.7569231;969;;;;;;;
227.0909091;373.0523077;978.5;;;;;;;
227.0909091;373.0523077;988;;;;;;;
227.0909091;373.0523077;997.5;;;;;;;
227.0909091;373.0523077;1007;;;;;;;
233.8181818;373.9630769;973.75;;;;;;;
233.8181818;373.9630769;940.5;;;;;;;
233.8181818;373.9630769;907.25;;;;;;;
233.8181818;373.9630769;874;;;;;;;
245.2727273;375.5138462;888.25;;;;;;;
245.2727273;375.5138462;902.5;;;;;;;
245.2727273;375.5138462;916.75;;;;;;;
245.2727273;375.5138462;931;;;;;;;
258.7272727;377.3353846;940.5;;;;;;;
258.7272727;377.3353846;950;;;;;;;
258.7272727;377.3353846;959.5;;;;;;;
258.7272727;377.3353846;969;;;;;;;
276.1818182;379.6984615;959.5;;;;;;;
276.1818182;379.6984615;950;;;;;;;
276.1818182;379.6984615;940.5;;;;;;;
276.1818182;379.6984615;931;;;;;;;
0;382.3323077;817;;;;;;;
0;382.3323077;703;;;;;;;
0;382.3323077;589;;;;;;;
0;382.3323077;475;;;;;;;
0;384.6215385;460.75;;;;;;;
0;384.6215385;446.5;;;;;;;
0;384.6215385;432.25;;;;;;;
0;384.6215385;418;;;;;;;
0;385.2369231;413.25;;;;;;;
0;385.2369231;408.5;;;;;;;
0;385.2369231;403.75;;;;;;;
0;385.2369231;399;;;;;;;
0;385.9261538;394.25;;;;;;;
0;385.9261538;389.5;;;;;;;
0;385.9261538;384.75;;;;;;;
0;385.9261538;380;;;;;;;
0;386.4923077;380;;;;;;;
0;386.4923077;380;;;;;;;
0;386.4923077;380;;;;;;;
0;386.4923077;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
342.5454545;388.6830769;912;;;;;;;
318.5454545;385.4338462;907.25;;;;;;;
318.5454545;385.4338462;902.5;;;;;;;
318.5454545;385.4338462;897.75;;;;;;;
318.5454545;385.4338462;893;;;;;;;
290;381.5692308;916.75;;;;;;;
290;381.5692308;940.5;;;;;;;
290;381.5692308;964.25;;;;;;;
290;381.5692308;988;;;;;;;
263.2727273;377.9507692;978.5;;;;;;;
263.2727273;377.9507692;969;;;;;;;
263.2727273;377.9507692;959.5;;;;;;;
263.2727273;377.9507692;950;;;;;;;
241.6363636;375.0215385;935.75;;;;;;;
241.6363636;375.0215385;921.5;;;;;;;
241.6363636;375.0215385;907.25;;;;;;;
241.6363636;375.0215385;893;;;;;;;
228.1818182;373.2;897.75;;;;;;;
228.1818182;373.2;902.5;;;;;;;
228.1818182;373.2;907.25;;;;;;;
228.1818182;373.2;912;;;;;;;
217.4545455;371.7476923;926.25;;;;;;;
217.4545455;371.7476923;940.5;;;;;;;
217.4545455;371.7476923;954.75;;;;;;;
217.4545455;371.7476923;969;;;;;;;
214.7272727;371.3784615;978.5;;;;;;;
214.7272727;371.3784615;988;;;;;;;
214.7272727;371.3784615;997.5;;;;;;;
214.7272727;371.3784615;1007;;;;;;;
211.0909091;370.8861538;973.75;;;;;;;
211.0909091;370.8861538;940.5;;;;;;;
211.0909091;370.8861538;907.25;;;;;;;
211.0909091;370.8861538;874;;;;;;;
0;371.5753846;888.25;;;;;;;
0;371.5753846;902.5;;;;;;;
0;371.5753846;916.75;;;;;;;
0;371.5753846;931;;;;;;;
0;373.7661538;940.5;;;;;;;
0;373.7661538;950;;;;;;;
0;373.7661538;959.5;;;;;;;
0;373.7661538;969;;;;;;;
0;376.5969231;959.5;;;;;;;
0;376.5969231;950;;;;;;;
0;376.5969231;940.5;;;;;;;
0;376.5969231;931;;;;;;;
0;377.2615385;817;;;;;;;
0;377.2615385;703;;;;;;;
0;377.2615385;589;;;;;;;
0;377.2615385;475;;;;;;;
0;378;460.75;;;;;;;
0;378;446.5;;;;;;;
0;378;432.25;;;;;;;
0;378;418;;;;;;;
0;381.9630769;413.25;;;;;;;
0;381.9630769;408.5;;;;;;;
0;381.9630769;403.75;;;;;;;
0;381.9630769;399;;;;;;;
0;385.68;394.25;;;;;;;
0;385.68;389.5;;;;;;;
0;385.68;384.75;;;;;;;
0;385.68;380;;;;;;;
0;388.4615385;380;;;;;;;
0;388.4615385;380;;;;;;;
0;388.4615385;380;;;;;;;
0;388.4615385;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
0;389.4707692;912;;;;;;;
0;385.6061538;907.25;;;;;;;
0;385.6061538;902.5;;;;;;;
0;385.6061538;897.75;;;;;;;
0;385.6061538;893;;;;;;;
0;381.8153846;916.75;;;;;;;
0;381.8153846;940.5;;;;;;;
0;381.8153846;964.25;;;;;;;
0;381.8153846;988;;;;;;;
0;378.0738462;978.5;;;;;;;
0;378.0738462;969;;;;;;;
0;378.0738462;959.5;;;;;;;
0;378.0738462;950;;;;;;;
0;374.6769231;935.75;;;;;;;
0;374.6769231;921.5;;;;;;;
0;374.6769231;907.25;;;;;;;
0;374.6769231;893;;;;;;;
0;372.6584615;897.75;;;;;;;
0;372.6584615;902.5;;;;;;;
0;372.6584615;907.25;;;;;;;
0;372.6584615;912;;;;;;;
0;370.6646154;926.25;;;;;;;
0;370.6646154;940.5;;;;;;;
0;370.6646154;954.75;;;;;;;
0;370.6646154;969;;;;;;;
0;370.6153846;978.5;;;;;;;
0;370.6153846;988;;;;;;;
0;370.6153846;997.5;;;;;;;
0;370.6153846;1007;;;;;;;
0;371.2307692;973.75;;;;;;;
0;371.2307692;940.5;;;;;;;
0;371.2307692;907.25;;;;;;;
0;371.2307692;874;;;;;;;
0;372.3384615;888.25;;;;;;;
0;372.3384615;902.5;;;;;;;
0;372.3384615;916.75;;;;;;;
0;372.3384615;931;;;;;;;
0;373.8153846;940.5;;;;;;;
0;373.8153846;950;;;;;;;
0;373.8153846;959.5;;;;;;;
0;373.8153846;969;;;;;;;
0;375.9569231;959.5;;;;;;;
0;375.9569231;950;;;;;;;
0;375.9569231;940.5;;;;;;;
0;375.9569231;931;;;;;;;
0;379.0092308;817;;;;;;;
0;379.0092308;703;;;;;;;
0;379.0092308;589;;;;;;;
0;379.0092308;475;;;;;;;
0;383.3907692;460.75;;;;;;;
0;383.3907692;446.5;;;;;;;
0;383.3907692;432.25;;;;;;;
0;383.3907692;418;;;;;;;
0;386.1969231;413.25;;;;;;;
0;386.1969231;408.5;;;;;;;
0;386.1969231;403.75;;;;;;;
0;386.1969231;399;;;;;;;
0;389.1753846;394.25;;;;;;;
0;389.1753846;389.5;;;;;;;
0;389.1753846;384.75;;;;;;;
0;389.1753846;380;;;;;;;
0;391.8092308;380;;;;;;;
0;391.8092308;380;;;;;;;
0;391.8092308;380;;;;;;;
0;391.8092308;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
398.1818182;396.2153846;912;;;;;;;
341.8181818;388.5846154;907.25;;;;;;;
341.8181818;388.5846154;902.5;;;;;;;
341.8181818;388.5846154;897.75;;;;;;;
341.8181818;388.5846154;893;;;;;;;
274.9090909;379.5261538;916.75;;;;;;;
274.9090909;379.5261538;940.5;;;;;;;
274.9090909;379.5261538;964.25;;;;;;;
274.9090909;379.5261538;988;;;;;;;
221.4545455;372.2892308;978.5;;;;;;;
221.4545455;372.2892308;969;;;;;;;
221.4545455;372.2892308;959.5;;;;;;;
221.4545455;372.2892308;950;;;;;;;
181.6363636;366.8984615;935.75;;;;;;;
181.6363636;366.8984615;921.5;;;;;;;
181.6363636;366.8984615;907.25;;;;;;;
181.6363636;366.8984615;893;;;;;;;
154.1818182;363.1815385;897.75;;;;;;;
154.1818182;363.1815385;902.5;;;;;;;
154.1818182;363.1815385;907.25;;;;;;;
154.1818182;363.1815385;912;;;;;;;
137.8181818;360.9661538;926.25;;;;;;;
137.8181818;360.9661538;940.5;;;;;;;
137.8181818;360.9661538;954.75;;;;;;;
137.8181818;360.9661538;969;;;;;;;
128.9090909;359.76;978.5;;;;;;;
128.9090909;359.76;988;;;;;;;
128.9090909;359.76;997.5;;;;;;;
128.9090909;359.76;1007;;;;;;;
127.8181818;359.6123077;973.75;;;;;;;
127.8181818;359.6123077;940.5;;;;;;;
127.8181818;359.6123077;907.25;;;;;;;
127.8181818;359.6123077;874;;;;;;;
135.4545455;360.6461538;888.25;;;;;;;
135.4545455;360.6461538;902.5;;;;;;;
135.4545455;360.6461538;916.75;;;;;;;
135.4545455;360.6461538;931;;;;;;;
156.9090909;363.5507692;940.5;;;;;;;
156.9090909;363.5507692;950;;;;;;;
156.9090909;363.5507692;959.5;;;;;;;
156.9090909;363.5507692;969;;;;;;;
187.0909091;367.6369231;959.5;;;;;;;
187.0909091;367.6369231;950;;;;;;;
187.0909091;367.6369231;940.5;;;;;;;
187.0909091;367.6369231;931;;;;;;;
0;375.1938462;817;;;;;;;
0;375.1938462;703;;;;;;;
0;375.1938462;589;;;;;;;
0;375.1938462;475;;;;;;;
0;380.8553846;460.75;;;;;;;
0;380.8553846;446.5;;;;;;;
0;380.8553846;432.25;;;;;;;
0;380.8553846;418;;;;;;;
0;385.1630769;413.25;;;;;;;
0;385.1630769;408.5;;;;;;;
0;385.1630769;403.75;;;;;;;
0;385.1630769;399;;;;;;;
0;388.6338462;394.25;;;;;;;
0;388.6338462;389.5;;;;;;;
0;388.6338462;384.75;;;;;;;
0;388.6338462;380;;;;;;;
0;391.2923077;380;;;;;;;
0;391.2923077;380;;;;;;;
0;391.2923077;380;;;;;;;
0;391.2923077;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
404.1818182;397.0276923;912;;;;;;;
311.8181818;384.5230769;907.25;;;;;;;
311.8181818;384.5230769;902.5;;;;;;;
311.8181818;384.5230769;897.75;;;;;;;
311.8181818;384.5230769;893;;;;;;;
221.0909091;372.24;916.75;;;;;;;
221.0909091;372.24;940.5;;;;;;;
221.0909091;372.24;964.25;;;;;;;
221.0909091;372.24;988;;;;;;;
176.1818182;366.16;978.5;;;;;;;
176.1818182;366.16;969;;;;;;;
176.1818182;366.16;959.5;;;;;;;
176.1818182;366.16;950;;;;;;;
146.5454545;362.1476923;935.75;;;;;;;
146.5454545;362.1476923;921.5;;;;;;;
146.5454545;362.1476923;907.25;;;;;;;
146.5454545;362.1476923;893;;;;;;;
126.3636364;359.4153846;897.75;;;;;;;
126.3636364;359.4153846;902.5;;;;;;;
126.3636364;359.4153846;907.25;;;;;;;
126.3636364;359.4153846;912;;;;;;;
112.9090909;357.5938462;926.25;;;;;;;
112.9090909;357.5938462;940.5;;;;;;;
112.9090909;357.5938462;954.75;;;;;;;
112.9090909;357.5938462;969;;;;;;;
106.1818182;356.6830769;978.5;;;;;;;
106.1818182;356.6830769;988;;;;;;;
106.1818182;356.6830769;997.5;;;;;;;
106.1818182;356.6830769;1007;;;;;;;
105.4545455;356.5846154;973.75;;;;;;;
105.4545455;356.5846154;940.5;;;;;;;
105.4545455;356.5846154;907.25;;;;;;;
105.4545455;356.5846154;874;;;;;;;
112.7272727;357.5692308;888.25;;;;;;;
112.7272727;357.5692308;902.5;;;;;;;
112.7272727;357.5692308;916.75;;;;;;;
112.7272727;357.5692308;931;;;;;;;
130.9090909;360.0307692;940.5;;;;;;;
130.9090909;360.0307692;950;;;;;;;
130.9090909;360.0307692;959.5;;;;;;;
130.9090909;360.0307692;969;;;;;;;
158.5454545;363.7723077;959.5;;;;;;;
158.5454545;363.7723077;950;;;;;;;
158.5454545;363.7723077;940.5;;;;;;;
158.5454545;363.7723077;931;;;;;;;
0;365.8892308;817;;;;;;;
0;365.8892308;703;;;;;;;
0;365.8892308;589;;;;;;;
0;365.8892308;475;;;;;;;
0;367.9569231;460.75;;;;;;;
0;367.9569231;446.5;;;;;;;
0;367.9569231;432.25;;;;;;;
0;367.9569231;418;;;;;;;
0;370.64;413.25;;;;;;;
0;370.64;408.5;;;;;;;
0;370.64;403.75;;;;;;;
0;370.64;399;;;;;;;
0;374.5046154;394.25;;;;;;;
0;374.5046154;389.5;;;;;;;
0;374.5046154;384.75;;;;;;;
0;374.5046154;380;;;;;;;
0;381.3969231;380;;;;;;;
0;381.3969231;380;;;;;;;
0;381.3969231;380;;;;;;;
0;381.3969231;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
396.3636364;395.9692308;912;;;;;;;
300.3636364;382.9723077;907.25;;;;;;;
300.3636364;382.9723077;902.5;;;;;;;
300.3636364;382.9723077;897.75;;;;;;;
300.3636364;382.9723077;893;;;;;;;
195.8181818;368.8184615;916.75;;;;;;;
195.8181818;368.8184615;940.5;;;;;;;
195.8181818;368.8184615;964.25;;;;;;;
195.8181818;368.8184615;988;;;;;;;
158.7272727;363.7969231;978.5;;;;;;;
158.7272727;363.7969231;969;;;;;;;
158.7272727;363.7969231;959.5;;;;;;;
158.7272727;363.7969231;950;;;;;;;
135.6363636;360.6707692;935.75;;;;;;;
135.6363636;360.6707692;921.5;;;;;;;
135.6363636;360.6707692;907.25;;;;;;;
135.6363636;360.6707692;893;;;;;;;
119.2727273;358.4553846;897.75;;;;;;;
119.2727273;358.4553846;902.5;;;;;;;
119.2727273;358.4553846;907.25;;;;;;;
119.2727273;358.4553846;912;;;;;;;
108.1818182;356.9538462;926.25;;;;;;;
108.1818182;356.9538462;940.5;;;;;;;
108.1818182;356.9538462;954.75;;;;;;;
108.1818182;356.9538462;969;;;;;;;
102;356.1169231;978.5;;;;;;;
102;356.1169231;988;;;;;;;
102;356.1169231;997.5;;;;;;;
102;356.1169231;1007;;;;;;;
101.4545455;356.0430769;973.75;;;;;;;
101.4545455;356.0430769;940.5;;;;;;;
101.4545455;356.0430769;907.25;;;;;;;
101.4545455;356.0430769;874;;;;;;;
109.2727273;357.1015385;888.25;;;;;;;
109.2727273;357.1015385;902.5;;;;;;;
109.2727273;357.1015385;916.75;;;;;;;
109.2727273;357.1015385;931;;;;;;;
127.0909091;359.5138462;940.5;;;;;;;
127.0909091;359.5138462;950;;;;;;;
127.0909091;359.5138462;959.5;;;;;;;
127.0909091;359.5138462;969;;;;;;;
158.3636364;363.7476923;959.5;;;;;;;
158.3636364;363.7476923;950;;;;;;;
158.3636364;363.7476923;940.5;;;;;;;
158.3636364;363.7476923;931;;;;;;;
0;365.2;817;;;;;;;
0;365.2;703;;;;;;;
0;365.2;589;;;;;;;
0;365.2;475;;;;;;;
0;367.0215385;460.75;;;;;;;
0;367.0215385;446.5;;;;;;;
0;367.0215385;432.25;;;;;;;
0;367.0215385;418;;;;;;;
0;369.36;413.25;;;;;;;
0;369.36;408.5;;;;;;;
0;369.36;403.75;;;;;;;
0;369.36;399;;;;;;;
0;374.7753846;394.25;;;;;;;
0;374.7753846;389.5;;;;;;;
0;374.7753846;384.75;;;;;;;
0;374.7753846;380;;;;;;;
0;379.7723077;380;;;;;;;
0;379.7723077;380;;;;;;;
0;379.7723077;380;;;;;;;
0;379.7723077;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
395.0909091;395.7969231;912;;;;;;;
261.2727273;377.68;907.25;;;;;;;
261.2727273;377.68;902.5;;;;;;;
261.2727273;377.68;897.75;;;;;;;
261.2727273;377.68;893;;;;;;;
168.3636364;365.1015385;916.75;;;;;;;
168.3636364;365.1015385;940.5;;;;;;;
168.3636364;365.1015385;964.25;;;;;;;
168.3636364;365.1015385;988;;;;;;;
139.4545455;361.1876923;978.5;;;;;;;
139.4545455;361.1876923;969;;;;;;;
139.4545455;361.1876923;959.5;;;;;;;
139.4545455;361.1876923;950;;;;;;;
123.0909091;358.9723077;935.75;;;;;;;
123.0909091;358.9723077;921.5;;;;;;;
123.0909091;358.9723077;907.25;;;;;;;
123.0909091;358.9723077;893;;;;;;;
110;357.2;897.75;;;;;;;
110;357.2;902.5;;;;;;;
110;357.2;907.25;;;;;;;
110;357.2;912;;;;;;;
102.1818182;356.1415385;926.25;;;;;;;
102.1818182;356.1415385;940.5;;;;;;;
102.1818182;356.1415385;954.75;;;;;;;
102.1818182;356.1415385;969;;;;;;;
100.3636364;355.8953846;978.5;;;;;;;
100.3636364;355.8953846;988;;;;;;;
100.3636364;355.8953846;997.5;;;;;;;
100.3636364;355.8953846;1007;;;;;;;
105.2727273;356.56;973.75;;;;;;;
105.2727273;356.56;940.5;;;;;;;
105.2727273;356.56;907.25;;;;;;;
105.2727273;356.56;874;;;;;;;
118.5454545;358.3569231;888.25;;;;;;;
118.5454545;358.3569231;902.5;;;;;;;
118.5454545;358.3569231;916.75;;;;;;;
118.5454545;358.3569231;931;;;;;;;
138.1818182;361.0153846;940.5;;;;;;;
138.1818182;361.0153846;950;;;;;;;
138.1818182;361.0153846;959.5;;;;;;;
138.1818182;361.0153846;969;;;;;;;
165.4545455;364.7076923;959.5;;;;;;;
165.4545455;364.7076923;950;;;;;;;
165.4545455;364.7076923;940.5;;;;;;;
165.4545455;364.7076923;931;;;;;;;
0;366.9969231;817;;;;;;;
0;366.9969231;703;;;;;;;
0;366.9969231;589;;;;;;;
0;366.9969231;475;;;;;;;
0;369.8523077;460.75;;;;;;;
0;369.8523077;446.5;;;;;;;
0;369.8523077;432.25;;;;;;;
0;369.8523077;418;;;;;;;
0;371.8953846;413.25;;;;;;;
0;371.8953846;408.5;;;;;;;
0;371.8953846;403.75;;;;;;;
0;371.8953846;399;;;;;;;
0;373.7907692;394.25;;;;;;;
0;373.7907692;389.5;;;;;;;
0;373.7907692;384.75;;;;;;;
0;373.7907692;380;;;;;;;
0;375.5630769;380;;;;;;;
0;375.5630769;380;;;;;;;
0;375.5630769;380;;;;;;;
0;375.5630769;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;380;;;;;;;
0;330;384.75;;;;;;;
0;330;389.5;;;;;;;
0;330;394.25;;;;;;;
0;330;399;;;;;;;
0;330;403.75;;;;;;;
0;330;408.5;;;;;;;
0;330;413.25;;;;;;;
0;330;418;;;;;;;
0;330;432.25;;;;;;;
0;330;446.5;;;;;;;
0;330;460.75;;;;;;;
0;330;475;;;;;;;
0;330;584.25;;;;;;;
0;330;693.5;;;;;;;
0;330;802.75;;;;;;;
343.0909091;388.7569231;912;;;;;;;
281.6363636;380.4369231;907.25;;;;;;;
281.6363636;380.4369231;902.5;;;;;;;
281.6363636;380.4369231;897.75;;;;;;;
281.6363636;380.4369231;893;;;;;;;
224.7272727;372.7323077;916.75;;;;;;;
224.7272727;372.7323077;940.5;;;;;;;
224.7272727;372.7323077;964.25;;;;;;;
224.7272727;372.7323077;988;;;;;;;
199.4545455;369.3107692;978.5;;;;;;;
199.4545455;369.3107692;969;;;;;;;
199.4545455;369.3107692;959.5;;;;;;;
199.4545455;369.3107692;950;;;;;;;
181.0909091;366.8246154;935.75;;;;;;;
181.0909091;366.8246154;921.5;;;;;;;
181.0909091;366.8246154;907.25;;;;;;;
181.0909091;366.8246154;893;;;;;;;
168.1818182;365.0769231;897.75;;;;;;;
168.1818182;365.0769231;902.5;;;;;;;
168.1818182;365.0769231;907.25;;;;;;;
168.1818182;365.0769231;912;;;;;;;
162;364.24;926.25;;;;;;;
162;364.24;940.5;;;;;;;
162;364.24;954.75;;;;;;;
162;364.24;969;;;;;;;
161.8181818;364.2153846;978.5;;;;;;;
161.8181818;364.2153846;988;;;;;;;
161.8181818;364.2153846;997.5;;;;;;;
161.8181818;364.2153846;1007;;;;;;;
166.9090909;364.9046154;973.75;;;;;;;
166.9090909;364.9046154;940.5;;;;;;;
166.9090909;364.9046154;907.25;;;;;;;
166.9090909;364.9046154;874;;;;;;;
176.9090909;366.2584615;888.25;;;;;;;
176.9090909;366.2584615;902.5;;;;;;;
176.9090909;366.2584615;916.75;;;;;;;
176.9090909;366.2584615;931;;;;;;;
195.8181818;368.8184615;940.5;;;;;;;
195.8181818;368.8184615;950;;;;;;;
195.8181818;368.8184615;959.5;;;;;;;
195.8181818;368.8184615;969;;;;;;;
219.2727273;371.9938462;959.5;;;;;;;
219.2727273;371.9938462;950;;;;;;;
219.2727273;371.9938462;940.5;;;;;;;
219.2727273;371.9938462;931;;;;;;;
0;376.6953846;817;;;;;;;
0;376.6953846;703;;;;;;;
0;376.6953846;589;;;;;;;
0;376.6953846;475;;;;;;;
0;377.5076923;460.75;;;;;;;
0;377.5076923;446.5;;;;;;;
0;377.5076923;432.25;;;;;;;
0;377.5076923;418;;;;;;;
0;379.3046154;413.25;;;;;;;
0;379.3046154;408.5;;;;;;;
0;379.3046154;403.75;;;;;;;
