,I_beam [W/m2],I_skydiff [W/m2],I_grounddiff [W/m2],t_amb [C]
5366,0.0,0.0,0.0,2.21
5367,0.0,0.0,0.0,2.21
5368,0.0,0.0,0.0,1.34
5369,0.0,0.0,0.0,1.34
5370,0.0,0.0,0.0,1.34
5371,0.0,0.0,0.0,1.34
5372,0.0,0.0,0.0,0.27
5373,0.0,0.0,0.0,0.27
5374,0.0,0.0,0.0,0.27
5375,0.0,0.0,0.0,0.27
5376,0.0,0.0,0.0,-0.55
5377,0.0,0.0,0.0,-0.55
5378,0.0,0.0,0.0,-0.55
5379,0.0,0.0,0.0,-0.55
5380,0.0,0.0,0.0,-1.61
5381,0.0,0.0,0.0,-1.61
5382,0.0,0.0,0.0,-1.61
5383,0.0,0.0,0.0,-1.61
5384,0.0,0.0,0.0,-1.87
5385,0.0,0.0,0.0,-1.87
5386,0.0,0.0,0.0,-1.87
5387,0.0,0.0,0.0,-1.87
5388,0.0,0.0,0.0,-2.09
5389,0.0,0.0,0.0,-2.09
5390,0.0,0.0,0.0,-2.09
5391,0.0,0.0,0.0,-2.09
5392,0.0,0.0,0.0,-2.23
5393,0.0,0.0,0.0,-2.23
5394,0.0,0.0,0.0,-2.23
5395,0.0,0.0,0.0,-2.23
5396,0.0,0.0,0.0,-2.26
5397,0.0,0.0,0.0,-2.26
5398,0.0,0.0,0.0,-2.26
5399,0.0,0.0,0.0,-2.26
5400,0.0,16.05,0.24,-2.32
5401,0.0,16.05,0.24,-2.32
5402,0.0,16.05,0.24,-2.32
5403,0.0,16.05,0.24,-2.32
5404,269.64,79.1,2.88,0.67
5405,269.64,79.1,2.88,0.67
5406,269.64,79.1,2.88,0.67
5407,269.64,79.1,2.88,0.67
5408,474.06,114.81,5.23,5.92
5409,474.06,114.81,5.23,5.92
5410,474.06,114.81,5.23,5.92
5411,474.06,114.81,5.23,5.92
5412,621.55,149.58,7.07,9.69
5413,621.55,149.58,7.07,9.69
5414,621.55,149.58,7.07,9.69
5415,621.55,149.58,7.07,9.69
5416,798.73,129.98,8.55,11.85
5417,798.73,129.98,8.55,11.85
5418,798.73,129.98,8.55,11.85
5419,798.73,129.98,8.55,11.85
5420,295.58,328.09,6.77,13.32
5421,295.58,328.09,6.77,13.32
5422,295.58,328.09,6.77,13.32
5423,295.58,328.09,6.77,13.32
5424,545.79,256.78,7.81,14.24
5425,545.79,256.78,7.81,14.24
5426,545.79,256.78,7.81,14.24
5427,545.79,256.78,7.81,14.24
5428,7.47,204.26,2.99,14.7
5429,7.47,204.26,2.99,14.7
5430,7.47,204.26,2.99,14.7
5431,7.47,204.26,2.99,14.7
5432,124.84,219.95,3.95,14.77
5433,124.84,219.95,3.95,14.77
5434,124.84,219.95,3.95,14.77
5435,124.84,219.95,3.95,14.77
5436,49.73,131.26,2.17,14.07
5437,49.73,131.26,2.17,14.07
5438,49.73,131.26,2.17,14.07
5439,49.73,131.26,2.17,14.07
5440,39.11,47.57,0.83,12.76
5441,39.11,47.57,0.83,12.76
5442,39.11,47.57,0.83,12.76
5443,39.11,47.57,0.83,12.76
5444,0.0,0.0,0.0,12.24
5445,0.0,0.0,0.0,12.24
5446,0.0,0.0,0.0,12.24
5447,0.0,0.0,0.0,12.24
5448,0.0,0.0,0.0,11.18
5449,0.0,0.0,0.0,11.18
5450,0.0,0.0,0.0,11.18
5451,0.0,0.0,0.0,11.18
5452,0.0,0.0,0.0,9.66
5453,0.0,0.0,0.0,9.66
5454,0.0,0.0,0.0,9.66
5455,0.0,0.0,0.0,9.66
5456,0.0,0.0,0.0,7.86
5457,0.0,0.0,0.0,7.86
5458,0.0,0.0,0.0,7.86
5459,0.0,0.0,0.0,7.86
5460,0.0,0.0,0.0,5.49
5461,0.0,0.0,0.0,5.49
5462,0.0,0.0,0.0,5.49
5463,0.0,0.0,0.0,5.49
5464,0.0,0.0,0.0,3.79
5465,0.0,0.0,0.0,3.79
5466,0.0,0.0,0.0,3.79
5467,0.0,0.0,0.0,3.79
5468,0.0,0.0,0.0,2.18
5469,0.0,0.0,0.0,2.18
5470,0.0,0.0,0.0,2.18
5471,0.0,0.0,0.0,2.18
5472,0.0,0.0,0.0,0.99
5473,0.0,0.0,0.0,0.99
5474,0.0,0.0,0.0,0.99
5475,0.0,0.0,0.0,0.99
5476,0.0,0.0,0.0,1.22
5477,0.0,0.0,0.0,1.22
5478,0.0,0.0,0.0,1.22
5479,0.0,0.0,0.0,1.22
5480,0.0,0.0,0.0,0.85
5481,0.0,0.0,0.0,0.85
5482,0.0,0.0,0.0,0.85
5483,0.0,0.0,0.0,0.85
5484,0.0,0.0,0.0,0.59
5485,0.0,0.0,0.0,0.59
5486,0.0,0.0,0.0,0.59
5487,0.0,0.0,0.0,0.59
5488,0.0,0.0,0.0,0.3
5489,0.0,0.0,0.0,0.3
5490,0.0,0.0,0.0,0.3
5491,0.0,0.0,0.0,0.3
5492,0.0,0.0,0.0,-0.03
5493,0.0,0.0,0.0,-0.03
5494,0.0,0.0,0.0,-0.03
5495,0.0,0.0,0.0,-0.03
5496,0.0,18.72,0.28,-0.24
5497,0.0,18.72,0.28,-0.24
5498,0.0,18.72,0.28,-0.24
5499,0.0,18.72,0.28,-0.24
5500,204.29,103.73,2.73,2.84
5501,204.29,103.73,2.73,2.84
5502,204.29,103.73,2.73,2.84
5503,204.29,103.73,2.73,2.84
5504,477.6,119.52,5.35,8.43
5505,477.6,119.52,5.35,8.43
5506,477.6,119.52,5.35,8.43
5507,477.6,119.52,5.35,8.43
5508,687.64,122.12,7.4,13.75
5509,687.64,122.12,7.4,13.75
5510,687.64,122.12,7.4,13.75
5511,687.64,122.12,7.4,13.75
5512,786.76,144.67,8.64,15.58
5513,786.76,144.67,8.64,15.58
5514,786.76,144.67,8.64,15.58
5515,786.76,144.67,8.64,15.58
5516,868.74,130.06,9.27,16.36
5517,868.74,130.06,9.27,16.36
5518,868.74,130.06,9.27,16.36
5519,868.74,130.06,9.27,16.36
5520,707.02,197.31,8.53,16.53
5521,707.02,197.31,8.53,16.53
5522,707.02,197.31,8.53,16.53
5523,707.02,197.31,8.53,16.53
5524,705.64,139.39,7.78,16.34
5525,705.64,139.39,7.78,16.34
5526,705.64,139.39,7.78,16.34
5527,705.64,139.39,7.78,16.34
5528,516.87,134.05,5.91,15.91
5529,516.87,134.05,5.91,15.91
5530,516.87,134.05,5.91,15.91
5531,516.87,134.05,5.91,15.91
5532,350.56,87.16,3.74,15.19
5533,350.56,87.16,3.74,15.19
5534,350.56,87.16,3.74,15.19
5535,350.56,87.16,3.74,15.19
5536,126.5,42.89,1.22,13.68
5537,126.5,42.89,1.22,13.68
5538,126.5,42.89,1.22,13.68
5539,126.5,42.89,1.22,13.68
5540,0.0,0.0,0.0,13.53
5541,0.0,0.0,0.0,13.53
5542,0.0,0.0,0.0,13.53
5543,0.0,0.0,0.0,13.53
5544,0.0,0.0,0.0,12.74
5545,0.0,0.0,0.0,12.74
5546,0.0,0.0,0.0,12.74
5547,0.0,0.0,0.0,12.74
5548,0.0,0.0,0.0,12.27
5549,0.0,0.0,0.0,12.27
5550,0.0,0.0,0.0,12.27
5551,0.0,0.0,0.0,12.27
5552,0.0,0.0,0.0,11.16
5553,0.0,0.0,0.0,11.16
5554,0.0,0.0,0.0,11.16
5555,0.0,0.0,0.0,11.16
5556,0.0,0.0,0.0,9.51
5557,0.0,0.0,0.0,9.51
5558,0.0,0.0,0.0,9.51
5559,0.0,0.0,0.0,9.51
5560,0.0,0.0,0.0,6.96
5561,0.0,0.0,0.0,6.96
5562,0.0,0.0,0.0,6.96
5563,0.0,0.0,0.0,6.96
5564,0.0,0.0,0.0,5.0
5565,0.0,0.0,0.0,5.0
5566,0.0,0.0,0.0,5.0
5567,0.0,0.0,0.0,5.0
5568,0.0,0.0,0.0,3.52
5569,0.0,0.0,0.0,3.52
5570,0.0,0.0,0.0,3.52
5571,0.0,0.0,0.0,3.52
5572,0.0,0.0,0.0,0.73
5573,0.0,0.0,0.0,0.73
5574,0.0,0.0,0.0,0.73
5575,0.0,0.0,0.0,0.73
5576,0.0,0.0,0.0,-0.11
5577,0.0,0.0,0.0,-0.11
5578,0.0,0.0,0.0,-0.11
5579,0.0,0.0,0.0,-0.11
5580,0.0,0.0,0.0,-0.74
5581,0.0,0.0,0.0,-0.74
5582,0.0,0.0,0.0,-0.74
5583,0.0,0.0,0.0,-0.74
5584,0.0,0.0,0.0,-1.23
5585,0.0,0.0,0.0,-1.23
5586,0.0,0.0,0.0,-1.23
5587,0.0,0.0,0.0,-1.23
5588,0.0,0.0,0.0,-1.51
5589,0.0,0.0,0.0,-1.51
5590,0.0,0.0,0.0,-1.51
5591,0.0,0.0,0.0,-1.51
5592,0.0,20.51,0.31,-1.63
5593,0.0,20.51,0.31,-1.63
5594,0.0,20.51,0.31,-1.63
5595,0.0,20.51,0.31,-1.63
5596,276.75,80.69,3.03,1.59
5597,276.75,80.69,3.03,1.59
5598,276.75,80.69,3.03,1.59
5599,276.75,80.69,3.03,1.59
5600,494.91,110.62,5.44,7.47
5601,494.91,110.62,5.44,7.47
5602,494.91,110.62,5.44,7.47
5603,494.91,110.62,5.44,7.47
5604,684.54,123.97,7.44,11.17
5605,684.54,123.97,7.44,11.17
5606,684.54,123.97,7.44,11.17
5607,684.54,123.97,7.44,11.17
5608,798.33,137.96,8.72,12.71
5609,798.33,137.96,8.72,12.71
5610,798.33,137.96,8.72,12.71
5611,798.33,137.96,8.72,12.71
5612,866.93,129.42,9.3,13.82
5613,866.93,129.42,9.3,13.82
5614,866.93,129.42,9.3,13.82
5615,866.93,129.42,9.3,13.82
5616,746.85,177.24,8.71,14.49
5617,746.85,177.24,8.71,14.49
5618,746.85,177.24,8.71,14.49
5619,746.85,177.24,8.71,14.49
5620,716.02,132.67,7.85,14.65
5621,716.02,132.67,7.85,14.65
5622,716.02,132.67,7.85,14.65
5623,716.02,132.67,7.85,14.65
5624,555.34,114.69,6.07,14.39
5625,555.34,114.69,6.07,14.39
5626,555.34,114.69,6.07,14.39
5627,555.34,114.69,6.07,14.39
5628,343.23,89.94,3.75,13.65
5629,343.23,89.94,3.75,13.65
5630,343.23,89.94,3.75,13.65
5631,343.23,89.94,3.75,13.65
5632,108.55,48.15,1.21,12.46
5633,108.55,48.15,1.21,12.46
5634,108.55,48.15,1.21,12.46
5635,108.55,48.15,1.21,12.46
5636,0.0,0.0,0.0,10.64
5637,0.0,0.0,0.0,10.64
5638,0.0,0.0,0.0,10.64
5639,0.0,0.0,0.0,10.64
5640,0.0,0.0,0.0,10.24
5641,0.0,0.0,0.0,10.24
5642,0.0,0.0,0.0,10.24
5643,0.0,0.0,0.0,10.24
5644,0.0,0.0,0.0,9.47
5645,0.0,0.0,0.0,9.47
5646,0.0,0.0,0.0,9.47
5647,0.0,0.0,0.0,9.47
5648,0.0,0.0,0.0,8.74
5649,0.0,0.0,0.0,8.74
5650,0.0,0.0,0.0,8.74
5651,0.0,0.0,0.0,8.74
5652,0.0,0.0,0.0,8.03
5653,0.0,0.0,0.0,8.03
5654,0.0,0.0,0.0,8.03
5655,0.0,0.0,0.0,8.03
5656,0.0,0.0,0.0,7.31
5657,0.0,0.0,0.0,7.31
5658,0.0,0.0,0.0,7.31
5659,0.0,0.0,0.0,7.31
5660,0.0,0.0,0.0,6.65
5661,0.0,0.0,0.0,6.65
5662,0.0,0.0,0.0,6.65
5663,0.0,0.0,0.0,6.65
5664,0.0,0.0,0.0,5.85
5665,0.0,0.0,0.0,5.85
5666,0.0,0.0,0.0,5.85
5667,0.0,0.0,0.0,5.85
5668,0.0,0.0,0.0,5.57
5669,0.0,0.0,0.0,5.57
5670,0.0,0.0,0.0,5.57
5671,0.0,0.0,0.0,5.57
5672,0.0,0.0,0.0,4.71
5673,0.0,0.0,0.0,4.71
5674,0.0,0.0,0.0,4.71
5675,0.0,0.0,0.0,4.71
5676,0.0,0.0,0.0,4.0
5677,0.0,0.0,0.0,4.0
5678,0.0,0.0,0.0,4.0
5679,0.0,0.0,0.0,4.0
5680,0.0,0.0,0.0,3.3
5681,0.0,0.0,0.0,3.3
5682,0.0,0.0,0.0,3.3
5683,0.0,0.0,0.0,3.3
5684,0.0,0.0,0.0,3.31
5685,0.0,0.0,0.0,3.31
5686,0.0,0.0,0.0,3.31
5687,0.0,0.0,0.0,3.31
5688,0.0,21.4,0.32,3.43
5689,0.0,21.4,0.32,3.43
5690,0.0,21.4,0.32,3.43
5691,0.0,21.4,0.32,3.43
5692,239.68,95.89,2.96,6.51
5693,239.68,95.89,2.96,6.51
5694,239.68,95.89,2.96,6.51
5695,239.68,95.89,2.96,6.51
5696,446.41,132.59,5.32,8.5
5697,446.41,132.59,5.32,8.5
5698,446.41,132.59,5.32,8.5
5699,446.41,132.59,5.32,8.5
5700,612.15,159.58,7.23,10.45
5701,612.15,159.58,7.23,10.45
5702,612.15,159.58,7.23,10.45
5703,612.15,159.58,7.23,10.45
5704,676.01,198.69,8.35,11.6
5705,676.01,198.69,8.35,11.6
5706,676.01,198.69,8.35,11.6
5707,676.01,198.69,8.35,11.6
5708,581.59,263.1,8.32,12.36
5709,581.59,263.1,8.32,12.36
5710,581.59,263.1,8.32,12.36
5711,581.59,263.1,8.32,12.36
5712,0.0,153.88,2.21,12.94
5713,0.0,153.88,2.21,12.94
5714,0.0,153.88,2.21,12.94
5715,0.0,153.88,2.21,12.94
5716,32.28,245.29,3.75,13.05
5717,32.28,245.29,3.75,13.05
5718,32.28,245.29,3.75,13.05
5719,32.28,245.29,3.75,13.05
5720,0.0,68.08,0.98,12.49
5721,0.0,68.08,0.98,12.49
5722,0.0,68.08,0.98,12.49
5723,0.0,68.08,0.98,12.49
5724,1.6,85.03,1.23,11.83
5725,1.6,85.03,1.23,11.83
5726,1.6,85.03,1.23,11.83
5727,1.6,85.03,1.23,11.83
5728,7.97,42.18,0.64,11.11
5729,7.97,42.18,0.64,11.11
5730,7.97,42.18,0.64,11.11
5731,7.97,42.18,0.64,11.11
5732,0.0,0.0,0.0,10.27
5733,0.0,0.0,0.0,10.27
5734,0.0,0.0,0.0,10.27
5735,0.0,0.0,0.0,10.27
5736,0.0,0.0,0.0,9.63
5737,0.0,0.0,0.0,9.63
5738,0.0,0.0,0.0,9.63
5739,0.0,0.0,0.0,9.63
5740,0.0,0.0,0.0,9.47
5741,0.0,0.0,0.0,9.47
5742,0.0,0.0,0.0,9.47
5743,0.0,0.0,0.0,9.47
5744,0.0,0.0,0.0,9.16
5745,0.0,0.0,0.0,9.16
5746,0.0,0.0,0.0,9.16
5747,0.0,0.0,0.0,9.16
5748,0.0,0.0,0.0,8.97
5749,0.0,0.0,0.0,8.97
5750,0.0,0.0,0.0,8.97
5751,0.0,0.0,0.0,8.97
5752,0.0,0.0,0.0,8.46
5753,0.0,0.0,0.0,8.46
5754,0.0,0.0,0.0,8.46
5755,0.0,0.0,0.0,8.46
5756,0.0,0.0,0.0,6.91
5757,0.0,0.0,0.0,6.91
5758,0.0,0.0,0.0,6.91
5759,0.0,0.0,0.0,6.91
5760,0.0,0.0,0.0,6.08
5761,0.0,0.0,0.0,6.08
5762,0.0,0.0,0.0,6.08
5763,0.0,0.0,0.0,6.08
5764,0.0,0.0,0.0,5.44
5765,0.0,0.0,0.0,5.44
5766,0.0,0.0,0.0,5.44
5767,0.0,0.0,0.0,5.44
5768,0.0,0.0,0.0,4.65
5769,0.0,0.0,0.0,4.65
5770,0.0,0.0,0.0,4.65
5771,0.0,0.0,0.0,4.65
5772,0.0,0.0,0.0,4.14
5773,0.0,0.0,0.0,4.14
5774,0.0,0.0,0.0,4.14
5775,0.0,0.0,0.0,4.14
5776,0.0,0.0,0.0,3.13
5777,0.0,0.0,0.0,3.13
5778,0.0,0.0,0.0,3.13
5779,0.0,0.0,0.0,3.13
5780,0.0,0.0,0.0,2.36
5781,0.0,0.0,0.0,2.36
5782,0.0,0.0,0.0,2.36
5783,0.0,0.0,0.0,2.36
5784,0.0,24.07,0.36,1.73
5785,0.0,24.07,0.36,1.73
5786,0.0,24.07,0.36,1.73
5787,0.0,24.07,0.36,1.73
5788,234.64,99.54,3.0,4.17
5789,234.64,99.54,3.0,4.17
5790,234.64,99.54,3.0,4.17
5791,234.64,99.54,3.0,4.17
5792,425.94,144.11,5.32,9.96
5793,425.94,144.11,5.32,9.96
5794,425.94,144.11,5.32,9.96
5795,425.94,144.11,5.32,9.96
5796,616.92,160.38,7.33,12.42
5797,616.92,160.38,7.33,12.42
5798,616.92,160.38,7.33,12.42
5799,616.92,160.38,7.33,12.42
5800,748.79,165.43,8.67,14.02
5801,748.79,165.43,8.67,14.02
5802,748.79,165.43,8.67,14.02
5803,748.79,165.43,8.67,14.02
5804,754.02,191.33,9.04,15.41
5805,754.02,191.33,9.04,15.41
5806,754.02,191.33,9.04,15.41
5807,754.02,191.33,9.04,15.41
5808,396.73,308.76,7.37,16.29
5809,396.73,308.76,7.37,16.29
5810,396.73,308.76,7.37,16.29
5811,396.73,308.76,7.37,16.29
5812,351.42,274.21,6.5,16.7
5813,351.42,274.21,6.5,16.7
5814,351.42,274.21,6.5,16.7
5815,351.42,274.21,6.5,16.7
5816,97.12,224.32,3.87,16.38
5817,97.12,224.32,3.87,16.38
5818,97.12,224.32,3.87,16.38
5819,97.12,224.32,3.87,16.38
5820,18.99,122.1,1.88,15.79
5821,18.99,122.1,1.88,15.79
5822,18.99,122.1,1.88,15.79
5823,18.99,122.1,1.88,15.79
5824,0.0,27.04,0.39,14.59
5825,0.0,27.04,0.39,14.59
5826,0.0,27.04,0.39,14.59
5827,0.0,27.04,0.39,14.59
5828,0.0,0.0,0.0,12.88
5829,0.0,0.0,0.0,12.88
5830,0.0,0.0,0.0,12.88
5831,0.0,0.0,0.0,12.88
5832,0.0,0.0,0.0,12.73
5833,0.0,0.0,0.0,12.73
5834,0.0,0.0,0.0,12.73
5835,0.0,0.0,0.0,12.73
5836,0.0,0.0,0.0,12.35
5837,0.0,0.0,0.0,12.35
5838,0.0,0.0,0.0,12.35
5839,0.0,0.0,0.0,12.35
5840,0.0,0.0,0.0,11.8
5841,0.0,0.0,0.0,11.8
5842,0.0,0.0,0.0,11.8
5843,0.0,0.0,0.0,11.8
5844,0.0,0.0,0.0,11.0
5845,0.0,0.0,0.0,11.0
5846,0.0,0.0,0.0,11.0
5847,0.0,0.0,0.0,11.0
5848,0.0,0.0,0.0,10.29
5849,0.0,0.0,0.0,10.29
5850,0.0,0.0,0.0,10.29
5851,0.0,0.0,0.0,10.29
5852,0.0,0.0,0.0,9.32
5853,0.0,0.0,0.0,9.32
5854,0.0,0.0,0.0,9.32
5855,0.0,0.0,0.0,9.32
5856,0.0,0.0,0.0,8.91
5857,0.0,0.0,0.0,8.91
5858,0.0,0.0,0.0,8.91
5859,0.0,0.0,0.0,8.91
5860,0.0,0.0,0.0,8.23
5861,0.0,0.0,0.0,8.23
5862,0.0,0.0,0.0,8.23
5863,0.0,0.0,0.0,8.23
5864,0.0,0.0,0.0,6.46
5865,0.0,0.0,0.0,6.46
5866,0.0,0.0,0.0,6.46
5867,0.0,0.0,0.0,6.46
5868,0.0,0.0,0.0,5.16
5869,0.0,0.0,0.0,5.16
5870,0.0,0.0,0.0,5.16
5871,0.0,0.0,0.0,5.16
5872,0.0,0.0,0.0,4.51
5873,0.0,0.0,0.0,4.51
5874,0.0,0.0,0.0,4.51
5875,0.0,0.0,0.0,4.51
5876,0.0,0.0,0.0,3.75
5877,0.0,0.0,0.0,3.75
5878,0.0,0.0,0.0,3.75
5879,0.0,0.0,0.0,3.75
5880,0.0,14.27,0.21,2.95
5881,0.0,14.27,0.21,2.95
5882,0.0,14.27,0.21,2.95
5883,0.0,14.27,0.21,2.95
5884,228.16,104.2,3.04,6.02
5885,228.16,104.2,3.04,6.02
5886,228.16,104.2,3.04,6.02
5887,228.16,104.2,3.04,6.02
5888,459.75,134.46,5.53,11.41
5889,459.75,134.46,5.53,11.41
5890,459.75,134.46,5.53,11.41
5891,459.75,134.46,5.53,11.41
5892,649.29,148.72,7.53,14.33
5893,649.29,148.72,7.53,14.33
5894,649.29,148.72,7.53,14.33
5895,649.29,148.72,7.53,14.33
5896,746.0,172.23,8.76,15.63
5897,746.0,172.23,8.76,15.63
5898,746.0,172.23,8.76,15.63
5899,746.0,172.23,8.76,15.63
5900,794.37,176.27,9.28,16.47
5901,794.37,176.27,9.28,16.47
5902,794.37,176.27,9.28,16.47
5903,794.37,176.27,9.28,16.47
5904,723.11,195.24,8.83,16.99
5905,723.11,195.24,8.83,16.99
5906,723.11,195.24,8.83,16.99
5907,723.11,195.24,8.83,16.99
5908,702.91,144.44,8.0,17.21
5909,702.91,144.44,8.0,17.21
5910,702.91,144.44,8.0,17.21
5911,702.91,144.44,8.0,17.21
5912,541.22,126.27,6.2,17.2
5913,541.22,126.27,6.2,17.2
5914,541.22,126.27,6.2,17.2
5915,541.22,126.27,6.2,17.2
5916,269.07,123.2,3.66,16.55
5917,269.07,123.2,3.66,16.55
5918,269.07,123.2,3.66,16.55
5919,269.07,123.2,3.66,16.55
5920,101.94,54.18,1.31,15.48
5921,101.94,54.18,1.31,15.48
5922,101.94,54.18,1.31,15.48
5923,101.94,54.18,1.31,15.48
5924,0.0,0.0,0.0,13.44
5925,0.0,0.0,0.0,13.44
5926,0.0,0.0,0.0,13.44
5927,0.0,0.0,0.0,13.44
5928,0.0,0.0,0.0,13.4
5929,0.0,0.0,0.0,13.4
5930,0.0,0.0,0.0,13.4
5931,0.0,0.0,0.0,13.4
5932,0.0,0.0,0.0,12.53
5933,0.0,0.0,0.0,12.53
5934,0.0,0.0,0.0,12.53
5935,0.0,0.0,0.0,12.53
5936,0.0,0.0,0.0,11.81
5937,0.0,0.0,0.0,11.81
5938,0.0,0.0,0.0,11.81
5939,0.0,0.0,0.0,11.81
5940,0.0,0.0,0.0,11.14
5941,0.0,0.0,0.0,11.14
5942,0.0,0.0,0.0,11.14
5943,0.0,0.0,0.0,11.14
5944,0.0,0.0,0.0,10.45
5945,0.0,0.0,0.0,10.45
5946,0.0,0.0,0.0,10.45
5947,0.0,0.0,0.0,10.45
5948,0.0,0.0,0.0,9.53
5949,0.0,0.0,0.0,9.53
5950,0.0,0.0,0.0,9.53
5951,0.0,0.0,0.0,9.53
5952,0.0,0.0,0.0,8.25
5953,0.0,0.0,0.0,8.25
5954,0.0,0.0,0.0,8.25
5955,0.0,0.0,0.0,8.25
5956,0.0,0.0,0.0,3.38
5957,0.0,0.0,0.0,3.38
5958,0.0,0.0,0.0,3.38
5959,0.0,0.0,0.0,3.38
5960,0.0,0.0,0.0,2.4
5961,0.0,0.0,0.0,2.4
5962,0.0,0.0,0.0,2.4
5963,0.0,0.0,0.0,2.4
5964,0.0,0.0,0.0,2.35
5965,0.0,0.0,0.0,2.35
5966,0.0,0.0,0.0,2.35
5967,0.0,0.0,0.0,2.35
5968,0.0,0.0,0.0,2.3
5969,0.0,0.0,0.0,2.3
5970,0.0,0.0,0.0,2.3
5971,0.0,0.0,0.0,2.3
5972,0.0,0.0,0.0,1.95
5973,0.0,0.0,0.0,1.95
5974,0.0,0.0,0.0,1.95
5975,0.0,0.0,0.0,1.95
5976,0.0,28.53,0.43,1.8
5977,0.0,28.53,0.43,1.8
5978,0.0,28.53,0.43,1.8
5979,0.0,28.53,0.43,1.8
5980,244.05,102.5,3.18,4.39
5981,244.05,102.5,3.18,4.39
5982,244.05,102.5,3.18,4.39
5983,244.05,102.5,3.18,4.39
5984,345.99,178.93,5.14,9.69
5985,345.99,178.93,5.14,9.69
5986,345.99,178.93,5.14,9.69
5987,345.99,178.93,5.14,9.69
5988,640.75,155.17,7.57,12.08
5989,640.75,155.17,7.57,12.08
5990,640.75,155.17,7.57,12.08
5991,640.75,155.17,7.57,12.08
5992,748.97,171.66,8.83,13.19
5993,748.97,171.66,8.83,13.19
5994,748.97,171.66,8.83,13.19
5995,748.97,171.66,8.83,13.19
5996,797.27,175.71,9.35,13.91
5997,797.27,175.71,9.35,13.91
5998,797.27,175.71,9.35,13.91
5999,797.27,175.71,9.35,13.91
6000,712.04,201.32,8.84,14.27
6001,712.04,201.32,8.84,14.27
6002,712.04,201.32,8.84,14.27
6003,712.04,201.32,8.84,14.27
6004,617.97,186.98,7.76,14.23
6005,617.97,186.98,7.76,14.23
6006,617.97,186.98,7.76,14.23
6007,617.97,186.98,7.76,14.23
6008,103.01,230.68,4.02,13.79
6009,103.01,230.68,4.02,13.79
6010,103.01,230.68,4.02,13.79
6011,103.01,230.68,4.02,13.79
6012,208.85,140.55,3.44,13.02
6013,208.85,140.55,3.44,13.02
6014,208.85,140.55,3.44,13.02
6015,208.85,140.55,3.44,13.02
6016,18.4,53.16,0.86,11.88
6017,18.4,53.16,0.86,11.88
6018,18.4,53.16,0.86,11.88
6019,18.4,53.16,0.86,11.88
6020,0.0,0.0,0.0,10.61
6021,0.0,0.0,0.0,10.61
6022,0.0,0.0,0.0,10.61
6023,0.0,0.0,0.0,10.61
6024,0.0,0.0,0.0,8.95
6025,0.0,0.0,0.0,8.95
6026,0.0,0.0,0.0,8.95
6027,0.0,0.0,0.0,8.95
6028,0.0,0.0,0.0,8.16
6029,0.0,0.0,0.0,8.16
6030,0.0,0.0,0.0,8.16
6031,0.0,0.0,0.0,8.16
6032,0.0,0.0,0.0,7.93
6033,0.0,0.0,0.0,7.93
6034,0.0,0.0,0.0,7.93
6035,0.0,0.0,0.0,7.93
6036,0.0,0.0,0.0,8.05
6037,0.0,0.0,0.0,8.05
6038,0.0,0.0,0.0,8.05
6039,0.0,0.0,0.0,8.05
6040,0.0,0.0,0.0,7.86
6041,0.0,0.0,0.0,7.86
6042,0.0,0.0,0.0,7.86
6043,0.0,0.0,0.0,7.86
6044,0.0,0.0,0.0,7.96
6045,0.0,0.0,0.0,7.96
6046,0.0,0.0,0.0,7.96
6047,0.0,0.0,0.0,7.96
6048,0.0,0.0,0.0,8.21
6049,0.0,0.0,0.0,8.21
6050,0.0,0.0,0.0,8.21
6051,0.0,0.0,0.0,8.21
6052,0.0,0.0,0.0,9.07
6053,0.0,0.0,0.0,9.07
6054,0.0,0.0,0.0,9.07
6055,0.0,0.0,0.0,9.07
6056,0.0,0.0,0.0,9.27
6057,0.0,0.0,0.0,9.27
6058,0.0,0.0,0.0,9.27
6059,0.0,0.0,0.0,9.27
6060,0.0,0.0,0.0,9.29
6061,0.0,0.0,0.0,9.29
6062,0.0,0.0,0.0,9.29
6063,0.0,0.0,0.0,9.29
6064,0.0,0.0,0.0,9.09
6065,0.0,0.0,0.0,9.09
6066,0.0,0.0,0.0,9.09
6067,0.0,0.0,0.0,9.09
6068,0.0,0.0,0.0,9.14
6069,0.0,0.0,0.0,9.14
6070,0.0,0.0,0.0,9.14
6071,0.0,0.0,0.0,9.14
6072,0.0,15.16,0.23,9.25
6073,0.0,15.16,0.23,9.25
6074,0.0,15.16,0.23,9.25
6075,0.0,15.16,0.23,9.25
6076,14.07,103.54,1.58,8.97
6077,14.07,103.54,1.58,8.97
6078,14.07,103.54,1.58,8.97
6079,14.07,103.54,1.58,8.97
6080,0.0,88.6,1.27,11.27
6081,0.0,88.6,1.27,11.27
6082,0.0,88.6,1.27,11.27
6083,0.0,88.6,1.27,11.27
6084,12.93,214.27,3.18,12.06
6085,12.93,214.27,3.18,12.06
6086,12.93,214.27,3.18,12.06
6087,12.93,214.27,3.18,12.06
6088,21.32,261.15,3.91,13.53
6089,21.32,261.15,3.91,13.53
6090,21.32,261.15,3.91,13.53
6091,21.32,261.15,3.91,13.53
6092,33.99,291.04,4.43,14.34
6093,33.99,291.04,4.43,14.34
6094,33.99,291.04,4.43,14.34
6095,33.99,291.04,4.43,14.34
6096,0.0,186.52,2.68,14.89
