,I_beam [W/m2],I_skydiff [W/m2],I_grounddiff [W/m2],t_amb [C]
18292,0.0,70.88,1.02,23.97
18293,0.0,70.88,1.02,23.97
18294,0.0,70.88,1.02,23.97
18295,0.0,70.88,1.02,23.97
18296,0.0,59.69,0.86,25.93
18297,0.0,59.69,0.86,25.93
18298,0.0,59.69,0.86,25.93
18299,0.0,59.69,0.86,25.93
18300,0.0,100.72,1.45,26.81
18301,0.0,100.72,1.45,26.81
18302,0.0,100.72,1.45,26.81
18303,0.0,100.72,1.45,26.81
18304,155.07,123.08,4.72,26.63
18305,155.07,123.08,4.72,26.63
18306,155.07,123.08,4.72,26.63
18307,155.07,123.08,4.72,26.63
18308,40.37,50.31,2.67,24.73
18309,40.37,50.31,2.67,24.73
18310,40.37,50.31,2.67,24.73
18311,40.37,50.31,2.67,24.73
18312,0.0,22.29,0.33,23.49
18313,0.0,22.29,0.33,23.49
18314,0.0,22.29,0.33,23.49
18315,0.0,22.29,0.33,23.49
18316,0.0,0.0,0.0,22.21
18317,0.0,0.0,0.0,22.21
18318,0.0,0.0,0.0,22.21
18319,0.0,0.0,0.0,22.21
18320,0.0,0.0,0.0,20.77
18321,0.0,0.0,0.0,20.77
18322,0.0,0.0,0.0,20.77
18323,0.0,0.0,0.0,20.77
18324,0.0,0.0,0.0,19.37
18325,0.0,0.0,0.0,19.37
18326,0.0,0.0,0.0,19.37
18327,0.0,0.0,0.0,19.37
18328,0.0,0.0,0.0,18.12
18329,0.0,0.0,0.0,18.12
18330,0.0,0.0,0.0,18.12
18331,0.0,0.0,0.0,18.12
18332,0.0,0.0,0.0,17.24
18333,0.0,0.0,0.0,17.24
18334,0.0,0.0,0.0,17.24
18335,0.0,0.0,0.0,17.24
18336,0.0,0.0,0.0,16.44
18337,0.0,0.0,0.0,16.44
18338,0.0,0.0,0.0,16.44
18339,0.0,0.0,0.0,16.44
18340,0.0,0.0,0.0,15.83
18341,0.0,0.0,0.0,15.83
18342,0.0,0.0,0.0,15.83
18343,0.0,0.0,0.0,15.83
18344,0.0,0.0,0.0,15.27
18345,0.0,0.0,0.0,15.27
18346,0.0,0.0,0.0,15.27
18347,0.0,0.0,0.0,15.27
18348,0.0,0.0,0.0,14.85
18349,0.0,0.0,0.0,14.85
18350,0.0,0.0,0.0,14.85
18351,0.0,0.0,0.0,14.85
18352,0.0,20.51,0.31,14.84
18353,0.0,20.51,0.31,14.84
18354,0.0,20.51,0.31,14.84
18355,0.0,20.51,0.31,14.84
18356,40.03,46.9,2.69,15.71
18357,40.03,46.9,2.69,15.71
18358,40.03,46.9,2.69,15.71
18359,40.03,46.9,2.69,15.71
18360,209.99,84.16,5.2,18.06
18361,209.99,84.16,5.2,18.06
18362,209.99,84.16,5.2,18.06
18363,209.99,84.16,5.2,18.06
18364,398.37,115.08,7.64,20.92
18365,398.37,115.08,7.64,20.92
18366,398.37,115.08,7.64,20.92
18367,398.37,115.08,7.64,20.92
18368,576.01,137.91,9.81,23.21
18369,576.01,137.91,9.81,23.21
18370,576.01,137.91,9.81,23.21
18371,576.01,137.91,9.81,23.21
18372,741.32,139.93,11.62,25.03
18373,741.32,139.93,11.62,25.03
18374,741.32,139.93,11.62,25.03
18375,741.32,139.93,11.62,25.03
18376,750.52,202.59,12.31,26.51
18377,750.52,202.59,12.31,26.51
18378,750.52,202.59,12.31,26.51
18379,750.52,202.59,12.31,26.51
18380,844.31,166.63,12.97,27.52
18381,844.31,166.63,12.97,27.52
18382,844.31,166.63,12.97,27.52
18383,844.31,166.63,12.97,27.52
18384,843.03,144.2,12.74,28.25
18385,843.03,144.2,12.74,28.25
18386,843.03,144.2,12.74,28.25
18387,843.03,144.2,12.74,28.25
18388,625.12,215.61,11.08,28.57
18389,625.12,215.61,11.08,28.57
18390,625.12,215.61,11.08,28.57
18391,625.12,215.61,11.08,28.57
18392,151.47,340.6,6.86,28.62
18393,151.47,340.6,6.86,28.62
18394,151.47,340.6,6.86,28.62
18395,151.47,340.6,6.86,28.62
18396,7.12,213.73,3.18,28.25
18397,7.12,213.73,3.18,28.25
18398,7.12,213.73,3.18,28.25
18399,7.12,213.73,3.18,28.25
18400,26.89,178.86,3.08,27.14
18401,26.89,178.86,3.08,27.14
18402,26.89,178.86,3.08,27.14
18403,26.89,178.86,3.08,27.14
18404,30.91,68.62,2.51,26.01
18405,30.91,68.62,2.51,26.01
18406,30.91,68.62,2.51,26.01
18407,30.91,68.62,2.51,26.01
18408,0.0,20.51,0.31,24.98
18409,0.0,20.51,0.31,24.98
18410,0.0,20.51,0.31,24.98
18411,0.0,20.51,0.31,24.98
18412,0.0,0.0,0.0,23.58
18413,0.0,0.0,0.0,23.58
18414,0.0,0.0,0.0,23.58
18415,0.0,0.0,0.0,23.58
18416,0.0,0.0,0.0,23.29
18417,0.0,0.0,0.0,23.29
18418,0.0,0.0,0.0,23.29
18419,0.0,0.0,0.0,23.29
18420,0.0,0.0,0.0,22.99
18421,0.0,0.0,0.0,22.99
18422,0.0,0.0,0.0,22.99
18423,0.0,0.0,0.0,22.99
18424,0.0,0.0,0.0,22.49
18425,0.0,0.0,0.0,22.49
18426,0.0,0.0,0.0,22.49
18427,0.0,0.0,0.0,22.49
18428,0.0,0.0,0.0,21.96
18429,0.0,0.0,0.0,21.96
18430,0.0,0.0,0.0,21.96
18431,0.0,0.0,0.0,21.96
18432,0.0,0.0,0.0,21.42
18433,0.0,0.0,0.0,21.42
18434,0.0,0.0,0.0,21.42
18435,0.0,0.0,0.0,21.42
18436,0.0,0.0,0.0,20.73
18437,0.0,0.0,0.0,20.73
18438,0.0,0.0,0.0,20.73
18439,0.0,0.0,0.0,20.73
18440,0.0,0.0,0.0,20.3
18441,0.0,0.0,0.0,20.3
18442,0.0,0.0,0.0,20.3
18443,0.0,0.0,0.0,20.3
18444,0.0,0.0,0.0,19.63
18445,0.0,0.0,0.0,19.63
18446,0.0,0.0,0.0,19.63
18447,0.0,0.0,0.0,19.63
18448,0.0,12.48,0.19,18.84
18449,0.0,12.48,0.19,18.84
18450,0.0,12.48,0.19,18.84
18451,0.0,12.48,0.19,18.84
18452,20.93,75.23,2.18,19.55
18453,20.93,75.23,2.18,19.55
18454,20.93,75.23,2.18,19.55
18455,20.93,75.23,2.18,19.55
18456,82.39,162.45,3.91,21.38
18457,82.39,162.45,3.91,21.38
18458,82.39,162.45,3.91,21.38
18459,82.39,162.45,3.91,21.38
18460,255.04,194.45,6.58,23.46
18461,255.04,194.45,6.58,23.46
18462,255.04,194.45,6.58,23.46
18463,255.04,194.45,6.58,23.46
18464,454.47,200.74,8.98,24.83
18465,454.47,200.74,8.98,24.83
18466,454.47,200.74,8.98,24.83
18467,454.47,200.74,8.98,24.83
18468,723.01,134.79,11.29,25.94
18469,723.01,134.79,11.29,25.94
18470,723.01,134.79,11.29,25.94
18471,723.01,134.79,11.29,25.94
18472,227.31,421.81,8.75,26.63
18473,227.31,421.81,8.75,26.63
18474,227.31,421.81,8.75,26.63
18475,227.31,421.81,8.75,26.63
18476,7.31,328.72,4.81,27.31
18477,7.31,328.72,4.81,27.31
18478,7.31,328.72,4.81,27.31
18479,7.31,328.72,4.81,27.31
18480,607.41,270.93,11.37,26.11
18481,607.41,270.93,11.37,26.11
18482,607.41,270.93,11.37,26.11
18483,607.41,270.93,11.37,26.11
18484,0.0,70.88,1.02,26.01
18485,0.0,70.88,1.02,26.01
18486,0.0,70.88,1.02,26.01
18487,0.0,70.88,1.02,26.01
18488,33.07,306.73,4.84,26.48
18489,33.07,306.73,4.84,26.48
18490,33.07,306.73,4.84,26.48
18491,33.07,306.73,4.84,26.48
18492,341.46,146.19,7.18,24.86
18493,341.46,146.19,7.18,24.86
18494,341.46,146.19,7.18,24.86
18495,341.46,146.19,7.18,24.86
18496,115.17,148.54,4.31,24.66
18497,115.17,148.54,4.31,24.66
18498,115.17,148.54,4.31,24.66
18499,115.17,148.54,4.31,24.66
18500,11.3,90.43,1.86,23.92
18501,11.3,90.43,1.86,23.92
18502,11.3,90.43,1.86,23.92
18503,11.3,90.43,1.86,23.92
18504,0.0,21.4,0.32,23.54
18505,0.0,21.4,0.32,23.54
18506,0.0,21.4,0.32,23.54
18507,0.0,21.4,0.32,23.54
18508,0.0,0.0,0.0,23.03
18509,0.0,0.0,0.0,23.03
18510,0.0,0.0,0.0,23.03
18511,0.0,0.0,0.0,23.03
18512,0.0,0.0,0.0,22.69
18513,0.0,0.0,0.0,22.69
18514,0.0,0.0,0.0,22.69
18515,0.0,0.0,0.0,22.69
18516,0.0,0.0,0.0,22.23
18517,0.0,0.0,0.0,22.23
18518,0.0,0.0,0.0,22.23
18519,0.0,0.0,0.0,22.23
18520,0.0,0.0,0.0,21.74
18521,0.0,0.0,0.0,21.74
18522,0.0,0.0,0.0,21.74
18523,0.0,0.0,0.0,21.74
18524,0.0,0.0,0.0,21.28
18525,0.0,0.0,0.0,21.28
18526,0.0,0.0,0.0,21.28
18527,0.0,0.0,0.0,21.28
18528,0.0,0.0,0.0,20.7
18529,0.0,0.0,0.0,20.7
18530,0.0,0.0,0.0,20.7
18531,0.0,0.0,0.0,20.7
18532,0.0,0.0,0.0,19.89
18533,0.0,0.0,0.0,19.89
18534,0.0,0.0,0.0,19.89
18535,0.0,0.0,0.0,19.89
18536,0.0,0.0,0.0,18.8
18537,0.0,0.0,0.0,18.8
18538,0.0,0.0,0.0,18.8
18539,0.0,0.0,0.0,18.8
18540,0.0,0.0,0.0,18.42
18541,0.0,0.0,0.0,18.42
18542,0.0,0.0,0.0,18.42
18543,0.0,0.0,0.0,18.42
18544,0.0,14.27,0.21,18.29
18545,0.0,14.27,0.21,18.29
18546,0.0,14.27,0.21,18.29
18547,0.0,14.27,0.21,18.29
18548,4.98,86.89,1.51,19.38
18549,4.98,86.89,1.51,19.38
18550,4.98,86.89,1.51,19.38
18551,4.98,86.89,1.51,19.38
18552,83.25,160.62,3.9,21.34
18553,83.25,160.62,3.9,21.34
18554,83.25,160.62,3.9,21.34
18555,83.25,160.62,3.9,21.34
18556,368.53,123.08,7.27,23.23
18557,368.53,123.08,7.27,23.23
18558,368.53,123.08,7.27,23.23
18559,368.53,123.08,7.27,23.23
18560,435.71,210.5,8.84,24.32
18561,435.71,210.5,8.84,24.32
18562,435.71,210.5,8.84,24.32
18563,435.71,210.5,8.84,24.32
18564,643.68,184.43,10.89,25.59
18565,643.68,184.43,10.89,25.59
18566,643.68,184.43,10.89,25.59
18567,643.68,184.43,10.89,25.59
18568,704.67,212.51,11.83,26.41
18569,704.67,212.51,11.83,26.41
18570,704.67,212.51,11.83,26.41
18571,704.67,212.51,11.83,26.41
18572,544.11,322.33,11.2,26.61
18573,544.11,322.33,11.2,26.61
18574,544.11,322.33,11.2,26.61
18575,544.11,322.33,11.2,26.61
18576,0.0,104.45,1.5,26.19
18577,0.0,104.45,1.5,26.19
18578,0.0,104.45,1.5,26.19
18579,0.0,104.45,1.5,26.19
18580,0.0,83.93,1.21,25.94
18581,0.0,83.93,1.21,25.94
18582,0.0,83.93,1.21,25.94
18583,0.0,83.93,1.21,25.94
18584,172.46,327.52,6.94,25.31
18585,172.46,327.52,6.94,25.31
18586,172.46,327.52,6.94,25.31
18587,172.46,327.52,6.94,25.31
18588,107.22,256.74,5.25,25.35
18589,107.22,256.74,5.25,25.35
18590,107.22,256.74,5.25,25.35
18591,107.22,256.74,5.25,25.35
18592,0.0,35.44,0.51,25.16
18593,0.0,35.44,0.51,25.16
18594,0.0,35.44,0.51,25.16
18595,0.0,35.44,0.51,25.16
18596,7.57,90.52,1.67,24.63
18597,7.57,90.52,1.67,24.63
18598,7.57,90.52,1.67,24.63
18599,7.57,90.52,1.67,24.63
18600,0.0,21.4,0.32,24.22
18601,0.0,21.4,0.32,24.22
18602,0.0,21.4,0.32,24.22
18603,0.0,21.4,0.32,24.22
18604,0.0,0.0,0.0,22.71
18605,0.0,0.0,0.0,22.71
18606,0.0,0.0,0.0,22.71
18607,0.0,0.0,0.0,22.71
18608,0.0,0.0,0.0,21.57
18609,0.0,0.0,0.0,21.57
18610,0.0,0.0,0.0,21.57
18611,0.0,0.0,0.0,21.57
18612,0.0,0.0,0.0,20.66
18613,0.0,0.0,0.0,20.66
18614,0.0,0.0,0.0,20.66
18615,0.0,0.0,0.0,20.66
18616,0.0,0.0,0.0,19.63
18617,0.0,0.0,0.0,19.63
18618,0.0,0.0,0.0,19.63
18619,0.0,0.0,0.0,19.63
18620,0.0,0.0,0.0,18.68
18621,0.0,0.0,0.0,18.68
18622,0.0,0.0,0.0,18.68
18623,0.0,0.0,0.0,18.68
18624,0.0,0.0,0.0,17.46
18625,0.0,0.0,0.0,17.46
18626,0.0,0.0,0.0,17.46
18627,0.0,0.0,0.0,17.46
18628,0.0,0.0,0.0,17.41
18629,0.0,0.0,0.0,17.41
18630,0.0,0.0,0.0,17.41
18631,0.0,0.0,0.0,17.41
18632,0.0,0.0,0.0,17.0
18633,0.0,0.0,0.0,17.0
18634,0.0,0.0,0.0,17.0
18635,0.0,0.0,0.0,17.0
18636,0.0,0.0,0.0,16.62
18637,0.0,0.0,0.0,16.62
18638,0.0,0.0,0.0,16.62
18639,0.0,0.0,0.0,16.62
18640,0.0,18.72,0.28,16.42
18641,0.0,18.72,0.28,16.42
18642,0.0,18.72,0.28,16.42
18643,0.0,18.72,0.28,16.42
18644,35.86,50.0,2.57,17.57
18645,35.86,50.0,2.57,17.57
18646,35.86,50.0,2.57,17.57
18647,35.86,50.0,2.57,17.57
18648,203.08,87.2,5.09,19.46
18649,203.08,87.2,5.09,19.46
18650,203.08,87.2,5.09,19.46
18651,203.08,87.2,5.09,19.46
18652,395.94,115.4,7.57,22.39
18653,395.94,115.4,7.57,22.39
18654,395.94,115.4,7.57,22.39
18655,395.94,115.4,7.57,22.39
18656,595.19,124.31,9.85,24.66
18657,595.19,124.31,9.85,24.66
18658,595.19,124.31,9.85,24.66
18659,595.19,124.31,9.85,24.66
18660,753.59,131.09,11.62,25.95
18661,753.59,131.09,11.62,25.95
18662,753.59,131.09,11.62,25.95
18663,753.59,131.09,11.62,25.95
18664,840.95,144.55,12.67,27.11
18665,840.95,144.55,12.67,27.11
18666,840.95,144.55,12.67,27.11
18667,840.95,144.55,12.67,27.11
18668,860.25,156.69,13.0,27.77
18669,860.25,156.69,13.0,27.77
18670,860.25,156.69,13.0,27.77
18671,860.25,156.69,13.0,27.77
18672,859.03,134.22,12.77,28.17
18673,859.03,134.22,12.77,28.17
18674,859.03,134.22,12.77,28.17
18675,859.03,134.22,12.77,28.17
18676,744.19,140.39,11.6,28.57
18677,744.19,140.39,11.6,28.57
18678,744.19,140.39,11.6,28.57
18679,744.19,140.39,11.6,28.57
18680,602.27,124.47,9.93,28.71
18681,602.27,124.47,9.93,28.71
18682,602.27,124.47,9.93,28.71
18683,602.27,124.47,9.93,28.71
18684,387.77,127.21,7.58,28.31
18685,387.77,127.21,7.58,28.31
18686,387.77,127.21,7.58,28.31
18687,387.77,127.21,7.58,28.31
18688,206.11,91.21,5.16,27.73
18689,206.11,91.21,5.16,27.73
18690,206.11,91.21,5.16,27.73
18691,206.11,91.21,5.16,27.73
18692,14.26,89.86,2.0,26.97
18693,14.26,89.86,2.0,26.97
18694,14.26,89.86,2.0,26.97
18695,14.26,89.86,2.0,26.97
18696,0.0,20.51,0.31,25.57
18697,0.0,20.51,0.31,25.57
18698,0.0,20.51,0.31,25.57
18699,0.0,20.51,0.31,25.57
18700,0.0,0.0,0.0,24.21
18701,0.0,0.0,0.0,24.21
18702,0.0,0.0,0.0,24.21
18703,0.0,0.0,0.0,24.21
18704,0.0,0.0,0.0,24.64
18705,0.0,0.0,0.0,24.64
18706,0.0,0.0,0.0,24.64
18707,0.0,0.0,0.0,24.64
18708,0.0,0.0,0.0,24.0
18709,0.0,0.0,0.0,24.0
18710,0.0,0.0,0.0,24.0
18711,0.0,0.0,0.0,24.0
18712,0.0,0.0,0.0,23.45
18713,0.0,0.0,0.0,23.45
18714,0.0,0.0,0.0,23.45
18715,0.0,0.0,0.0,23.45
18716,0.0,0.0,0.0,22.58
18717,0.0,0.0,0.0,22.58
18718,0.0,0.0,0.0,22.58
18719,0.0,0.0,0.0,22.58
18720,0.0,0.0,0.0,20.67
18721,0.0,0.0,0.0,20.67
18722,0.0,0.0,0.0,20.67
18723,0.0,0.0,0.0,20.67
18724,0.0,0.0,0.0,19.83
18725,0.0,0.0,0.0,19.83
18726,0.0,0.0,0.0,19.83
18727,0.0,0.0,0.0,19.83
18728,0.0,0.0,0.0,19.15
18729,0.0,0.0,0.0,19.15
18730,0.0,0.0,0.0,19.15
18731,0.0,0.0,0.0,19.15
18732,0.0,0.0,0.0,18.69
18733,0.0,0.0,0.0,18.69
18734,0.0,0.0,0.0,18.69
18735,0.0,0.0,0.0,18.69
18736,0.0,6.24,0.09,17.6
18737,0.0,6.24,0.09,17.6
18738,0.0,6.24,0.09,17.6
18739,0.0,6.24,0.09,17.6
18740,0.0,45.7,0.66,19.03
18741,0.0,45.7,0.66,19.03
18742,0.0,45.7,0.66,19.03
18743,0.0,45.7,0.66,19.03
18744,0.0,69.94,1.0,20.45
18745,0.0,69.94,1.0,20.45
18746,0.0,69.94,1.0,20.45
18747,0.0,69.94,1.0,20.45
18748,0.0,159.47,2.29,22.32
18749,0.0,159.47,2.29,22.32
18750,0.0,159.47,2.29,22.32
18751,0.0,159.47,2.29,22.32
18752,40.98,313.79,5.04,23.1
18753,40.98,313.79,5.04,23.1
18754,40.98,313.79,5.04,23.1
18755,40.98,313.79,5.04,23.1
18756,2.04,271.49,3.93,24.1
18757,2.04,271.49,3.93,24.1
18758,2.04,271.49,3.93,24.1
18759,2.04,271.49,3.93,24.1
18760,0.0,199.57,2.87,24.77
18761,0.0,199.57,2.87,24.77
18762,0.0,199.57,2.87,24.77
18763,0.0,199.57,2.87,24.77
18764,10.49,347.62,5.12,25.51
18765,10.49,347.62,5.12,25.51
18766,10.49,347.62,5.12,25.51
18767,10.49,347.62,5.12,25.51
18768,11.47,341.14,5.04,26.07
18769,11.47,341.14,5.04,26.07
18770,11.47,341.14,5.04,26.07
18771,11.47,341.14,5.04,26.07
18772,0.0,204.24,2.93,26.49
18773,0.0,204.24,2.93,26.49
18774,0.0,204.24,2.93,26.49
18775,0.0,204.24,2.93,26.49
18776,458.67,207.39,9.07,26.72
18777,458.67,207.39,9.07,26.72
18778,458.67,207.39,9.07,26.72
18779,458.67,207.39,9.07,26.72
18780,1.8,181.89,2.64,26.73
18781,1.8,181.89,2.64,26.73
18782,1.8,181.89,2.64,26.73
18783,1.8,181.89,2.64,26.73
18784,0.0,77.4,1.11,26.3
18785,0.0,77.4,1.11,26.3
18786,0.0,77.4,1.11,26.3
18787,0.0,77.4,1.11,26.3
18788,2.23,82.05,1.29,25.42
18789,2.23,82.05,1.29,25.42
18790,2.23,82.05,1.29,25.42
18791,2.23,82.05,1.29,25.42
18792,0.0,20.51,0.31,24.12
18793,0.0,20.51,0.31,24.12
18794,0.0,20.51,0.31,24.12
18795,0.0,20.51,0.31,24.12
18796,0.0,0.0,0.0,22.5
18797,0.0,0.0,0.0,22.5
18798,0.0,0.0,0.0,22.5
18799,0.0,0.0,0.0,22.5
18800,0.0,0.0,0.0,21.23
18801,0.0,0.0,0.0,21.23
18802,0.0,0.0,0.0,21.23
18803,0.0,0.0,0.0,21.23
18804,0.0,0.0,0.0,20.17
18805,0.0,0.0,0.0,20.17
18806,0.0,0.0,0.0,20.17
18807,0.0,0.0,0.0,20.17
18808,0.0,0.0,0.0,19.37
18809,0.0,0.0,0.0,19.37
18810,0.0,0.0,0.0,19.37
18811,0.0,0.0,0.0,19.37
18812,0.0,0.0,0.0,19.16
18813,0.0,0.0,0.0,19.16
18814,0.0,0.0,0.0,19.16
18815,0.0,0.0,0.0,19.16
18816,0.0,0.0,0.0,18.59
18817,0.0,0.0,0.0,18.59
18818,0.0,0.0,0.0,18.59
18819,0.0,0.0,0.0,18.59
18820,0.0,0.0,0.0,17.73
18821,0.0,0.0,0.0,17.73
18822,0.0,0.0,0.0,17.73
18823,0.0,0.0,0.0,17.73
18824,0.0,0.0,0.0,17.0
18825,0.0,0.0,0.0,17.0
18826,0.0,0.0,0.0,17.0
18827,0.0,0.0,0.0,17.0
18828,0.0,0.0,0.0,16.51
18829,0.0,0.0,0.0,16.51
18830,0.0,0.0,0.0,16.51
18831,0.0,0.0,0.0,16.51
18832,0.0,16.05,0.24,16.23
18833,0.0,16.05,0.24,16.23
18834,0.0,16.05,0.24,16.23
18835,0.0,16.05,0.24,16.23
18836,29.73,58.23,2.41,16.94
18837,29.73,58.23,2.41,16.94
18838,29.73,58.23,2.41,16.94
18839,29.73,58.23,2.41,16.94
18840,178.45,103.35,4.85,19.25
18841,178.45,103.35,4.85,19.25
18842,178.45,103.35,4.85,19.25
18843,178.45,103.35,4.85,19.25
18844,342.89,148.37,7.21,21.67
18845,342.89,148.37,7.21,21.67
18846,342.89,148.37,7.21,21.67
18847,342.89,148.37,7.21,21.67
18848,265.88,303.29,7.81,23.18
18849,265.88,303.29,7.81,23.18
18850,265.88,303.29,7.81,23.18
18851,265.88,303.29,7.81,23.18
18852,682.4,175.13,11.23,24.51
18853,682.4,175.13,11.23,24.51
18854,682.4,175.13,11.23,24.51
18855,682.4,175.13,11.23,24.51
18856,760.99,194.18,12.26,25.74
18857,760.99,194.18,12.26,25.74
18858,760.99,194.18,12.26,25.74
18859,760.99,194.18,12.26,25.74
18860,749.3,224.67,12.43,26.68
18861,749.3,224.67,12.43,26.68
18862,749.3,224.67,12.43,26.68
18863,749.3,224.67,12.43,26.68
18864,764.53,194.27,12.3,27.38
18865,764.53,194.27,12.3,27.38
18866,764.53,194.27,12.3,27.38
18867,764.53,194.27,12.3,27.38
18868,687.35,176.3,11.29,27.75
18869,687.35,176.3,11.29,27.75
18870,687.35,176.3,11.29,27.75
18871,687.35,176.3,11.29,27.75
18872,578.14,139.75,9.77,27.99
18873,578.14,139.75,9.77,27.99
18874,578.14,139.75,9.77,27.99
18875,578.14,139.75,9.77,27.99
18876,401.32,116.92,7.61,27.72
18877,401.32,116.92,7.61,27.72
18878,401.32,116.92,7.61,27.72
18879,401.32,116.92,7.61,27.72
18880,200.81,94.32,5.08,27.19
18881,200.81,94.32,5.08,27.19
18882,200.81,94.32,5.08,27.19
18883,200.81,94.32,5.08,27.19
18884,2.24,82.97,1.3,26.46
18885,2.24,82.97,1.3,26.46
18886,2.24,82.97,1.3,26.46
18887,2.24,82.97,1.3,26.46
18888,0.0,18.72,0.28,25.71
18889,0.0,18.72,0.28,25.71
18890,0.0,18.72,0.28,25.71
18891,0.0,18.72,0.28,25.71
18892,0.0,0.0,0.0,24.65
18893,0.0,0.0,0.0,24.65
18894,0.0,0.0,0.0,24.65
18895,0.0,0.0,0.0,24.65
18896,0.0,0.0,0.0,23.72
18897,0.0,0.0,0.0,23.72
18898,0.0,0.0,0.0,23.72
18899,0.0,0.0,0.0,23.72
18900,0.0,0.0,0.0,21.89
18901,0.0,0.0,0.0,21.89
18902,0.0,0.0,0.0,21.89
18903,0.0,0.0,0.0,21.89
18904,0.0,0.0,0.0,19.92
18905,0.0,0.0,0.0,19.92
18906,0.0,0.0,0.0,19.92
18907,0.0,0.0,0.0,19.92
18908,0.0,0.0,0.0,18.23
18909,0.0,0.0,0.0,18.23
18910,0.0,0.0,0.0,18.23
18911,0.0,0.0,0.0,18.23
18912,0.0,0.0,0.0,16.77
18913,0.0,0.0,0.0,16.77
18914,0.0,0.0,0.0,16.77
18915,0.0,0.0,0.0,16.77
18916,0.0,0.0,0.0,15.67
18917,0.0,0.0,0.0,15.67
18918,0.0,0.0,0.0,15.67
18919,0.0,0.0,0.0,15.67
18920,0.0,0.0,0.0,14.77
18921,0.0,0.0,0.0,14.77
18922,0.0,0.0,0.0,14.77
18923,0.0,0.0,0.0,14.77
18924,0.0,0.0,0.0,14.11
18925,0.0,0.0,0.0,14.11
18926,0.0,0.0,0.0,14.11
18927,0.0,0.0,0.0,14.11
18928,0.0,16.05,0.24,13.69
18929,0.0,16.05,0.24,13.69
18930,0.0,16.05,0.24,13.69
18931,0.0,16.05,0.24,13.69
18932,31.59,54.86,2.47,14.86
18933,31.59,54.86,2.47,14.86
18934,31.59,54.86,2.47,14.86
18935,31.59,54.86,2.47,14.86
18936,197.12,91.14,5.01,19.51
18937,197.12,91.14,5.01,19.51
18938,197.12,91.14,5.01,19.51
18939,197.12,91.14,5.01,19.51
18940,399.24,114.79,7.57,23.44
18941,399.24,114.79,7.57,23.44
18942,399.24,114.79,7.57,23.44
18943,399.24,114.79,7.57,23.44
18944,602.27,122.72,9.87,25.39
18945,602.27,122.72,9.87,25.39
18946,602.27,122.72,9.87,25.39
18947,602.27,122.72,9.87,25.39
18948,748.01,139.75,11.6,26.54
18949,748.01,139.75,11.6,26.54
18950,748.01,139.75,11.6,26.54
18951,748.01,139.75,11.6,26.54
18952,851.06,144.0,12.74,27.48
18953,851.06,144.0,12.74,27.48
18954,851.06,144.0,12.74,27.48
18955,851.06,144.0,12.74,27.48
18956,887.3,145.77,13.14,28.17
18957,887.3,145.77,13.14,28.17
18958,887.3,145.77,13.14,28.17
18959,887.3,145.77,13.14,28.17
18960,853.65,145.11,12.78,28.66
18961,853.65,145.11,12.78,28.66
18962,853.65,145.11,12.78,28.66
18963,853.65,145.11,12.78,28.66
18964,740.82,149.1,11.62,28.96
18965,740.82,149.1,11.62,28.96
18966,740.82,149.1,11.62,28.96
18967,740.82,149.1,11.62,28.96
18968,599.93,130.96,9.93,28.57
18969,599.93,130.96,9.93,28.57
18970,599.93,130.96,9.93,28.57
18971,599.93,130.96,9.93,28.57
18972,409.54,115.11,7.69,28.11
18973,409.54,115.11,7.69,28.11
18974,409.54,115.11,7.69,28.11
18975,409.54,115.11,7.69,28.11
18976,202.22,96.16,5.12,27.22
18977,202.22,96.16,5.12,27.22
18978,202.22,96.16,5.12,27.22
18979,202.22,96.16,5.12,27.22
18980,34.68,61.03,2.52,26.31
18981,34.68,61.03,2.52,26.31
18982,34.68,61.03,2.52,26.31
18983,34.68,61.03,2.52,26.31
18984,0.0,17.83,0.27,25.08
18985,0.0,17.83,0.27,25.08
18986,0.0,17.83,0.27,25.08
18987,0.0,17.83,0.27,25.08
18988,0.0,0.0,0.0,24.35
18989,0.0,0.0,0.0,24.35
18990,0.0,0.0,0.0,24.35
18991,0.0,0.0,0.0,24.35
18992,0.0,0.0,0.0,23.9
18993,0.0,0.0,0.0,23.9
18994,0.0,0.0,0.0,23.9
18995,0.0,0.0,0.0,23.9
18996,0.0,0.0,0.0,23.19
18997,0.0,0.0,0.0,23.19
18998,0.0,0.0,0.0,23.19
18999,0.0,0.0,0.0,23.19
19000,0.0,0.0,0.0,22.56
19001,0.0,0.0,0.0,22.56
19002,0.0,0.0,0.0,22.56
19003,0.0,0.0,0.0,22.56
19004,0.0,0.0,0.0,21.96
19005,0.0,0.0,0.0,21.96
19006,0.0,0.0,0.0,21.96
19007,0.0,0.0,0.0,21.96
19008,0.0,0.0,0.0,20.87
19009,0.0,0.0,0.0,20.87
19010,0.0,0.0,0.0,20.87
19011,0.0,0.0,0.0,20.87
19012,0.0,0.0,0.0,19.84
19013,0.0,0.0,0.0,19.84
19014,0.0,0.0,0.0,19.84
19015,0.0,0.0,0.0,19.84
19016,0.0,0.0,0.0,19.2
19017,0.0,0.0,0.0,19.2
19018,0.0,0.0,0.0,19.2
19019,0.0,0.0,0.0,19.2
19020,0.0,0.0,0.0,18.53
19021,0.0,0.0,0.0,18.53
19022,0.0,0.0,0.0,18.53
19023,0.0,0.0,0.0,18.53
19024,0.0,8.92,0.13,17.84
19025,0.0,8.92,0.13,17.84
