0,0.09
1,0.04
2,0.13
3,0.07
4,0.03
5,0.05
6,0.03
7,0.05
8,0.03
9,0.4
10,0.96
11,0.15
12,0.12
13,0.1
14,0.1
15,0.068
16,0.11
17,0.15
18,0.09
19,0.05
20,0.9
21,1
22,0.34
23,0.11
24,0.09
