0,0.02
1,0.09
2,0.09
3,0.07
4,0.1
5,0.5
6,0.06
7,0.02
8,0.17
9,0.9
10,0.07
11,0.02
12,0.07
13,0.03
14,0.11
15,0.09
16,0.1
17,0.03
18,0.01
19,0.3
20,1
21,0.08
22,0.16
23,0.15
24,0.02
